Timestamp,Open,High,Low,Close,Volume
1747425600000,104032.6,104032.6,103526.47,103692.48,285.67975
1747429200000,103692.48,103791.94,103500.0,103612.0,249.10753
1747432800000,103612.01,103613.02,103397.5,103521.96,344.55949
1747436400000,103521.96,103690.18,103420.92,103463.9,196.22444
1747440000000,103463.9,103539.69,103100.0,103360.01,743.27212
1747443600000,103360.0,103360.01,102612.5,102829.57,901.79419
1747447200000,102829.58,103357.6,102747.44,103286.01,650.39481
1747450800000,103286.01,103600.0,103173.85,103508.48,563.37816
1747454400000,103508.48,103666.67,103476.19,103658.05,336.48814
1747458000000,103658.05,103709.86,103328.12,103342.79,224.58608
1747461600000,103342.79,103500.0,103285.71,103487.95,413.82507
1747465200000,103487.96,103640.14,103435.08,103451.14,344.02794
1747468800000,103451.13,103568.58,103120.0,103426.06,685.20657
1747472400000,103426.06,103549.92,102808.6,102896.59,1202.56724
1747476000000,102896.59,103045.56,102822.64,102873.74,457.50752
1747479600000,102873.74,103099.84,102753.67,102994.17,375.02021
1747483200000,102994.18,103066.43,102892.38,102927.57,287.44977
1747486800000,102927.58,103103.47,102640.02,102713.34,446.71269
1747490400000,102713.33,103180.0,102707.72,103124.8,281.64444
1747494000000,103124.8,103179.51,102936.0,102939.53,256.86045
1747497600000,102939.52,103106.07,102761.9,102938.32,344.47339
1747501200000,102938.32,103292.88,102928.8,103130.43,312.20248
1747504800000,103130.43,103350.0,102956.52,102987.2,387.59976
1747508400000,102987.21,103204.07,102928.3,103158.6,243.69127
1747512000000,103158.6,103433.78,103081.71,103372.04,286.01224
1747515600000,103372.03,103477.87,103121.62,103243.69,922.48164
1747519200000,103243.68,103243.68,102900.72,103031.03,402.93806
1747522800000,103031.03,103212.0,102950.23,103126.65,180.76198
1747526400000,103126.65,103409.98,103105.09,103382.8,304.88823
1747530000000,103382.81,103405.12,103134.49,103251.49,182.56775
1747533600000,103251.49,103360.01,103240.69,103346.7,179.48635
1747537200000,103346.7,103390.45,103140.32,103295.7,247.02287
1747540800000,103295.7,103433.78,103295.69,103355.01,148.44304
1747544400000,103355.01,103685.03,103355.01,103648.2,430.19855
1747548000000,103648.2,103679.02,103368.36,103476.19,373.91732
1747551600000,103476.2,103988.0,103443.45,103919.39,462.12182
1747555200000,103919.39,104088.2,103819.43,103912.82,679.59538
1747558800000,103912.82,104022.0,103845.23,103868.48,352.23621
1747562400000,103868.48,103935.4,103800.0,103856.81,261.38595
1747566000000,103856.8,103998.98,103800.0,103800.54,280.93869
1747569600000,103800.55,103939.66,103701.4,103939.65,242.85227
1747573200000,103939.65,104800.0,103900.02,104740.0,1284.7537
1747576800000,104740.0,105548.0,104556.32,105270.97,2059.10483
1747580400000,105270.98,105680.0,104970.03,105518.0,1395.79302
1747584000000,105518.0,105980.0,105161.19,105822.22,1218.8757
1747587600000,105822.22,105900.0,104836.66,104836.67,1282.22053
1747591200000,104836.66,104923.17,103988.0,104498.0,1819.26717
1747594800000,104498.01,104761.9,103851.01,103883.97,1074.99209
1747598400000,103883.98,104240.0,103285.71,104053.05,1803.51574
1747602000000,104053.05,104601.14,104053.04,104180.38,690.9858
1747605600000,104180.37,105979.99,103963.63,105928.1,1453.37474
1747609200000,105928.11,106660.0,105460.0,106454.26,3371.44951
1747612800000,106454.27,107108.62,105165.44,105260.88,2492.11697
1747616400000,105260.88,105416.67,104742.53,105059.97,980.73261
1747620000000,105059.97,105192.17,104569.0,104645.15,1063.96715
1747623600000,104645.15,104645.15,103534.47,103605.88,1293.59737
1747627200000,103605.9,103779.99,102789.0,103002.07,2427.05534
1747630800000,103002.07,103118.57,102513.87,103032.01,2036.68924
1747634400000,103032.0,103195.67,102000.0,102208.0,2300.40217
1747638000000,102208.01,103356.8,102173.91,103226.29,1134.89093
1747641600000,103226.29,103357.6,102920.57,103233.9,710.15374
1747645200000,103233.9,103425.53,102999.99,103061.61,802.4216
1747648800000,103061.62,103090.07,102853.81,102915.5,640.39455
1747652400000,102915.5,103067.83,102782.6,102963.41,530.36927
1747656000000,102963.4,102963.41,102126.16,102479.95,1052.78618
1747659600000,102479.94,103527.89,102321.83,103294.11,1554.6245
1747663200000,103294.11,104369.0,103181.67,104328.11,1627.19129
1747666800000,104328.11,104968.75,104266.14,104786.41,1837.22906
1747670400000,104786.42,105435.49,104491.53,105356.44,1500.27726
1747674000000,105356.43,105550.01,104940.77,105380.95,1283.57443
1747677600000,105380.96,105561.76,104703.66,104778.98,937.18228
1747681200000,104778.99,105549.99,104633.55,105517.7,782.3217
1747684800000,105517.64,105788.87,105321.54,105468.0,683.47777
1747688400000,105468.0,105514.79,105016.27,105474.67,768.70926
1747692000000,105474.67,105644.41,105182.86,105549.92,1369.62548
1747695600000,105549.92,105829.99,105455.57,105573.74,450.24509
1747699200000,105573.73,106569.99,105554.31,105727.27,1899.74036
1747702800000,105727.27,106789.58,105701.46,106450.0,1406.29767
1747706400000,106450.01,106853.27,106000.0,106099.99,1168.64729
1747710000000,106100.0,106180.75,105533.01,105761.92,1275.86795
1747713600000,105761.92,106250.0,105545.45,106219.99,545.70991
1747717200000,106220.0,106399.0,106067.36,106105.26,584.56364
1747720800000,106105.26,106219.99,105381.02,105454.54,635.48643
1747724400000,105454.55,105750.26,104928.44,105021.71,1269.79336
1747728000000,105021.7,105249.11,104847.16,105223.01,675.94019
1747731600000,105223.0,105390.13,105186.31,105285.72,581.83412
1747735200000,105285.72,105416.66,105022.72,105030.65,583.62785
1747738800000,105030.65,105348.67,104913.04,105203.76,485.14026
1747742400000,105203.75,105203.76,104653.39,104780.0,621.85316
1747746000000,104780.01,104869.57,104184.72,104448.04,1440.3694
1747749600000,104448.04,104995.43,104304.34,104519.84,1054.37222
1747753200000,104519.84,105391.27,104482.68,105333.68,683.10716
1747756800000,105333.67,105523.81,105090.9,105212.49,599.25564
1747760400000,105212.49,106336.37,105212.49,106200.31,1531.99175
1747764000000,106200.32,106419.19,105234.04,105285.54,955.70004
1747767600000,105285.53,107238.37,105220.0,107026.47,1970.3521
1747771200000,107026.47,107320.0,106407.66,106909.09,1407.95263
1747774800000,106909.09,107225.68,106132.09,106619.0,988.46204
1747778400000,106619.0,106894.86,105935.83,106775.83,610.98393
1747782000000,106775.83,107208.68,106637.5,106849.99,728.43365
1747785600000,106850.0,107206.94,106459.8,106739.54,795.55996
1747789200000,106739.55,107086.24,106426.0,106500.0,440.84568
1747792800000,106500.0,106923.07,106186.79,106859.04,639.36986
1747796400000,106859.05,107100.0,106748.69,106843.59,708.25056
1747800000000,106843.6,107700.0,106742.85,107287.0,1515.58688
1747803600000,107286.99,107718.68,107281.55,107542.0,1194.67386
1747807200000,107542.01,107985.05,107294.63,107751.41,1335.30875
1747810800000,107751.41,107855.49,106454.54,106527.16,1745.68293
1747814400000,106527.17,106797.98,106347.05,106372.45,1022.17805
1747818000000,106372.46,106523.81,106100.01,106200.03,796.53854
1747821600000,106200.03,106450.0,106136.99,106328.57,551.73093
1747825200000,106328.56,106741.71,106272.72,106546.44,611.6822
1747828800000,106546.43,106920.21,106409.92,106573.11,789.95753
1747832400000,106573.1,107662.08,106329.47,107244.76,1192.94496
1747836000000,107244.75,109000.0,107009.06,108999.99,4814.02631
1747839600000,108999.99,109458.0,108332.26,108973.35,4908.56569
1747843200000,108973.34,109845.0,108701.54,109131.7,3551.89039
1747846800000,109131.71,109343.01,106117.67,106592.79,6249.91547
1747850400000,106592.8,107415.83,106317.0,106965.05,2576.43227
1747854000000,106965.05,108857.19,106619.68,108603.79,2579.9617
1747857600000,108603.79,108739.14,107725.0,108238.09,1238.80704
1747861200000,108238.09,108560.34,107940.0,108414.64,776.08015
1747864800000,108414.63,109028.25,108278.97,108739.36,789.45572
1747868400000,108739.36,110797.38,108660.0,109643.99,4705.594915
1747872000000,109643.99,110178.49,109177.37,109954.53,2147.46453
1747875600000,109954.54,110576.7,109667.0,109920.68,1776.18943
1747879200000,109920.69,110981.96,109822.58,110471.51,2116.54822
1747882800000,110471.52,111880.0,110339.87,111780.84,2977.5295
1747886400000,111780.84,111795.04,111234.4,111482.42,1845.93128
1747890000000,111482.43,111672.32,110832.38,110879.99,2584.32531
1747893600000,110880.0,111185.82,110478.26,110606.07,1507.16841
1747897200000,110606.07,111139.71,110461.87,111045.45,1165.97838
1747900800000,111045.45,111162.18,110381.46,110409.09,1178.49072
1747904400000,110409.1,110840.0,110272.72,110821.3,1046.51732
1747908000000,110821.3,110952.39,110601.0,110805.22,823.91343
1747911600000,110805.23,111326.2,110500.0,110981.97,965.26641
1747915200000,110981.98,111626.43,110804.72,111608.69,1598.01131
1747918800000,111608.69,111625.75,110904.0,110914.49,1601.31192
1747922400000,110914.49,111397.94,110550.0,110897.9,1686.01739
1747926000000,110897.89,111529.72,110787.8,111290.86,1200.91956
1747929600000,111290.85,111782.61,111087.25,111252.36,780.15322
1747933200000,111252.36,111980.0,111168.03,111502.31,917.63574
1747936800000,111502.32,111953.85,111379.22,111727.27,622.21825
1747940400000,111727.28,111920.0,110916.4,111188.0,940.62549
1747944000000,111188.0,111431.5,110831.52,111076.24,792.97237
1747947600000,111076.24,111108.89,110763.27,110831.36,412.2136
1747951200000,110831.36,111252.03,110831.36,111020.93,412.79621
1747954800000,111020.93,111717.34,111020.92,111696.21,530.57513
1747958400000,111696.22,111800.0,111382.97,111613.58,823.77218
1747962000000,111613.58,111739.14,111201.86,111327.69,865.20204
1747965600000,111327.69,111618.93,111193.9,111272.72,656.2768
1747969200000,111272.73,111374.54,111000.13,111100.01,489.0438
1747972800000,111100.0,111181.82,110547.98,110844.19,740.6573
1747976400000,110844.19,110951.7,110658.72,110855.47,540.83274
1747980000000,110855.47,110857.15,110407.89,110526.01,861.12423
1747983600000,110526.01,110857.15,110523.8,110715.42,1083.90073
1747987200000,110715.41,111030.12,110715.41,110935.24,525.4318
1747990800000,110935.24,111381.61,110909.46,111335.02,588.81353
1747994400000,111335.02,111335.02,110816.34,111061.24,428.14347
1747998000000,111061.24,111092.5,108888.0,109076.35,2661.79754
1748001600000,109076.36,109096.39,107316.0,108412.77,6557.04047
1748005200000,108412.77,109714.7,107922.82,109634.99,3726.35919
1748008800000,109634.99,109992.75,109505.0,109672.01,1726.66757
1748012400000,109672.01,109850.02,108916.0,108940.0,1153.19085
1748016000000,108940.0,109222.42,108001.0,109068.87,2275.39816
1748019600000,109068.87,109809.53,109022.82,109413.03,1158.19809
1748023200000,109413.02,109494.8,108654.82,108794.09,750.38683
1748026800000,108794.09,109157.85,108605.12,108716.07,767.19773
1748030400000,108714.01,108727.28,108186.55,108236.53,592.39199
1748034000000,108236.53,108664.65,108055.0,108282.89,561.89055
1748037600000,108282.89,108590.9,107638.96,107797.37,816.9094
1748041200000,107797.37,107898.34,106800.0,107318.3,1387.0961
1748044800000,107318.3,107680.83,106875.41,107366.68,926.99572
1748048400000,107366.68,107875.66,107352.75,107479.24,437.55116
1748052000000,107479.24,107900.11,107243.1,107803.84,383.40402
1748055600000,107803.84,108367.54,107750.64,108366.3,573.36983
1748059200000,108366.31,108582.33,108300.0,108485.07,403.76377
1748062800000,108485.06,108530.73,108126.99,108235.68,437.82917
1748066400000,108235.69,108342.53,107683.96,107959.99,682.2587
1748070000000,107959.99,108227.27,107566.37,107587.75,458.42202
1748073600000,107587.75,108285.39,107587.74,108251.23,520.00591
1748077200000,108251.23,108434.0,108158.09,108161.69,467.30605
1748080800000,108161.7,109258.94,108152.01,109094.99,2231.65558
1748084400000,109094.99,109506.03,109094.99,109208.56,2198.07764
1748088000000,109208.57,109282.81,108636.36,108776.63,1286.18727
1748091600000,108776.63,108894.25,108540.0,108590.29,575.75967
1748095200000,108590.28,109036.81,108590.28,108959.09,422.11246
1748098800000,108959.1,109212.76,108819.12,108929.7,382.11963
1748102400000,108929.71,109096.13,108682.36,108997.67,290.13693
1748106000000,108997.68,109200.0,108882.35,108920.03,258.09912
1748109600000,108920.03,109076.2,108781.54,108827.01,170.00615
1748113200000,108827.0,109019.6,108800.0,108960.0,297.31317
1748116800000,108960.0,109125.0,108863.63,108863.63,220.43889
1748120400000,108863.63,108863.64,108580.11,108818.18,260.12572
1748124000000,108818.18,108818.19,107977.67,108100.5,666.17978
1748127600000,108100.5,108396.97,107500.0,107761.91,2233.41293
1748131200000,107761.9,108130.44,107286.28,107443.9,1031.59929
1748134800000,107443.9,108007.29,107206.0,107656.22,702.14525
1748138400000,107656.21,108000.0,107480.29,107928.8,339.41198
1748142000000,107928.8,108257.14,107923.6,108095.75,422.72429
1748145600000,108095.76,108275.7,107941.96,108245.21,245.16657
1748149200000,108245.21,108288.69,107972.02,108103.98,167.94588
1748152800000,108103.99,108136.37,107687.21,107938.0,378.11797
1748156400000,107938.0,107938.0,107454.54,107681.81,502.48123
1748160000000,107681.82,107700.65,106926.14,107109.41,948.81757
1748163600000,107109.4,107258.29,106708.98,107131.67,1082.98139
1748167200000,107131.68,107390.89,106826.53,106946.4,780.43314
1748170800000,106946.4,107272.73,106834.34,107260.0,587.12489
1748174400000,107259.99,107625.0,107181.81,107530.57,799.16485
1748178000000,107530.57,107743.34,107300.0,107521.75,446.62388
1748181600000,107521.74,107653.68,107137.56,107355.0,701.7807
1748185200000,107355.0,107420.98,106600.64,106967.97,3145.57829
1748188800000,106967.97,107243.36,106640.52,107174.4,1428.32141
1748192400000,107174.41,107374.38,107111.56,107363.37,232.07576
1748196000000,107363.36,107600.0,107272.72,107413.34,187.95214
1748199600000,107413.34,107940.95,107413.33,107717.01,255.5344
1748203200000,107717.02,107754.24,107409.09,107677.35,360.39184
1748206800000,107677.36,107914.44,107176.0,107466.7,314.15348
1748210400000,107466.69,109200.0,107350.01,109166.0,1652.91716
1748214000000,109165.99,109299.99,108570.16,109004.19,996.60359
1748217600000,109004.2,109600.0,108670.58,109540.46,921.21434
1748221200000,109540.45,109844.91,109224.0,109545.46,968.05223
1748224800000,109545.45,109772.72,109172.36,109387.72,638.12107
1748228400000,109387.73,109765.74,109273.51,109623.53,563.40876
1748232000000,109623.54,109737.71,109510.58,109541.3,537.86277
1748235600000,109541.31,109688.05,109365.29,109650.01,537.14753
1748239200000,109650.0,109951.2,109519.4,109928.37,463.70135
1748242800000,109928.37,110228.11,109728.37,110094.62,933.69745
1748246400000,110094.62,110173.92,109606.32,109666.4,528.16161
1748250000000,109666.39,109996.2,109600.0,109712.56,524.59189
1748253600000,109712.56,109857.15,109571.42,109643.56,276.23009
1748257200000,109643.55,109836.0,109556.69,109772.72,325.29275
1748260800000,109772.73,110086.96,109666.66,109826.92,380.50527
1748264400000,109826.91,109980.0,109494.74,109595.65,546.39868
1748268000000,109595.64,109739.14,109499.92,109652.51,768.91932
1748271600000,109652.51,110420.74,109529.57,110009.82,1417.39714
1748275200000,110009.83,110422.22,109089.43,109391.37,1696.47921
1748278800000,109391.37,109693.24,108871.21,109171.91,713.14566
1748282400000,109171.9,109460.89,109010.97,109101.97,293.71183
1748286000000,109101.96,109193.66,108858.28,109130.44,334.66026
1748289600000,109130.44,109624.85,108940.0,109606.5,338.4709
1748293200000,109606.5,109646.45,109136.36,109346.68,282.33947
1748296800000,109346.68,109888.89,109173.91,109190.48,390.94918
1748300400000,109190.47,109466.06,109057.74,109434.79,268.65717
1748304000000,109434.78,109666.0,109128.72,109136.37,482.27371
1748307600000,109136.37,109136.37,107516.57,108385.31,2302.30401
1748311200000,108385.32,108697.94,107894.95,108272.72,818.93423
1748314800000,108272.73,109298.43,108268.0,108892.16,1100.79535
1748318400000,108892.15,109355.11,108863.63,108952.65,626.46795
1748322000000,108952.64,108969.76,108550.0,108923.36,667.51791
1748325600000,108923.36,109290.03,108826.08,108828.19,1335.64871
1748329200000,108828.18,109636.37,108828.18,109547.16,710.52493
1748332800000,109540.0,109777.77,109492.59,109695.65,567.33883
1748336400000,109695.66,109899.0,109428.98,109830.25,615.70678
1748340000000,109830.24,109852.0,109639.64,109698.57,253.14136
1748343600000,109698.57,109783.53,109439.71,109585.49,450.26661
1748347200000,109585.49,109826.91,109456.5,109603.02,434.51585
1748350800000,109603.03,110718.0,109581.46,109837.26,2819.7582
1748354400000,109837.26,110217.4,108670.29,109374.75,2073.92899
1748358000000,109374.75,110240.83,109010.33,110140.11,1449.68899
1748361600000,110140.11,110499.64,109956.03,110217.39,868.1346
1748365200000,110217.4,110454.95,109968.0,110232.46,599.07105
1748368800000,110232.46,110409.11,109828.92,109890.62,663.24539
1748372400000,109890.62,110064.71,109574.46,109877.87,493.59702
